"","ï..ID","Day","T1","T2","T1_T2","Entrance","Exit","Count"
"1","Monday_0:00-0:30","Monday","0:00","0:30","0:00-0:30",0,0,0
"2","Monday_0:30-1:00","Monday","0:30","1:00","0:30-1:00",0,0,0
"3","Monday_1:00-1:30","Monday","1:00","1:30","1:00-1:30",0,0,0
"4","Monday_1:30-2:00","Monday","1:30","2:00","1:30-2:00",0,0,0
"5","Monday_2:00-2:30","Monday","2:00","2:30","2:00-2:30",0,0,0
"6","Monday_2:30-3:00","Monday","2:30","3:00","2:30-3:00",0,0,0
"7","Monday_3:00-3:30","Monday","3:00","3:30","3:00-3:30",0,0,0
"8","Monday_3:30-4:00","Monday","3:30","4:00","3:30-4:00",0,0,0
"9","Monday_4:00-4:30","Monday","4:00","4:30","4:00-4:30",0,0,0
"10","Monday_4:30-5:00","Monday","4:30","5:00","4:30-5:00",0,0,0
"11","Monday_5:00-5:30","Monday","5:00","5:30","5:00-5:30",0,0,0
