,Free Parking + ODT,,,,,Paid Parking + ODT,,,,Paid Parking,,,,Free Parking,
,Zone,Auto_Footprint,PT_ODT_Footprint,,,Auto_Footprint,PT_ODT_Footprint,,,Auto_Footprint,PT_ODT_Footprint,,,Auto_Footprint,PT_ODT_Footprint
17,TOTAL,1898.433505,306.5167694,,,1898.433505,306.5167694,,,7253.544087,1171.140782,,,9039.729353,1459.534205
,,,,,,,,,,,,,,,
,Auto_Footprint,PT_ODT_Footprint,,,,,,,,,,,,,
Free Parking + ODT,1898.433505,306.5167694,,,,,,,,,,,,,
Paid Parking + ODT,1898.433505,306.5167694,,,,,,,,,,,,,
Paid Parking,7253.544087,1171.140782,,,,,,,,,,,,,
Free Parking,9039.729353,1459.534205,,,,,,,,,,,,,
